帖子链接,帖子标题,时间,回复数量
https://www.douban.com/group/topic/212827818/,gwy面试好难，但练习真的有用！,02-25,67回应
https://www.douban.com/group/topic/212547046/,有在茅台生产一线工作的朋友谈谈具体体验如何吗？,02-23,6回应
https://www.douban.com/group/topic/212527249/,各位fiver是怎么找到自己可能的兴趣or以后想发展的...,02-23,24回应
https://www.douban.com/group/topic/212162029/,我真的好讨厌量化and商科类知识,02-21,21回应
https://www.douban.com/group/topic/211707311/,刚刚被父母骂了,02-17,0回应
https://www.douban.com/group/topic/211557429/,无力,02-16,15回应
https://www.douban.com/group/topic/211457435/,gwy备考的内容真的很无聊😂,02-15,19回应
https://www.douban.com/group/topic/210817475/,有没有准备江苏gwy面试的姐妹，求组队，不妥删,02-08,10回应
https://www.douban.com/group/topic/210740559/,关于留学生考gwy,02-07,6回应
https://www.douban.com/group/topic/210564463/,看了两道公考题目，感觉自己确实不适合gwy,02-05,23回应
https://www.douban.com/group/topic/210323781/,从一线想回到四五线家乡工作，大家有没有什么好的...,02-03,37回应
https://www.douban.com/group/topic/210136500/,想请问下组里上岸GWY的都复习了多久…多少报录比上...,02-01,14回应
https://www.douban.com/group/topic/210133501/,大家有想重读本科的想法吗,02-01,107回应
https://www.douban.com/group/topic/210077120/,又是gwy的贴，面试er进,01-31,14回应
https://www.douban.com/group/topic/209921280/,gwy面试线下班班主任说每天要学12+小时,01-29,31回应
https://www.douban.com/group/topic/209783891/,求问组里有国贸/国际商务专业的同僚吗？请问你们在...,01-28,62回应
https://www.douban.com/group/topic/209768887/,家庭真的是最大的压力,01-28,7回应
https://www.douban.com/group/topic/209705747/,大家都是怎么应对父母总是夸别人家孩子的情况啊？,01-27,24回应
https://www.douban.com/group/topic/209538958/,回到县城工作 待在父母身边的意义,01-26,84回应
https://www.douban.com/group/topic/209523566/,uu们 感觉自己兜兜转转还是走回起点了,01-26,11回应
https://www.douban.com/group/topic/209052921/,请问留学生的应届生身份是怎么算,01-21,3回应
https://www.douban.com/group/topic/208688102/,只想躺平做钱不多但是稍微体面轻松的工作？,01-18,78回应
https://www.douban.com/group/topic/208142212/,记录five的第一份实习,01-13,2回应
https://www.douban.com/group/topic/207400897/,医学跨考社会学可行吗,01-06,31回应
https://www.douban.com/group/topic/207383884/,关于gwy体检,01-06,8回应
https://www.douban.com/group/topic/207182238/,几年前黑山东一个点还是人均毕业渴望gwy，说明路子...,01-04,5回应
https://www.douban.com/group/topic/206353687/,考研专业到底报啥好啊！,2020-12-28,8回应
https://www.douban.com/group/topic/205532861/,商科跨专业申研传媒是否明智,2020-12-21,10回应
https://www.douban.com/group/topic/205476994/,刚跟我妈吵完架 有点想死,2020-12-20,31回应
https://www.douban.com/group/topic/205394351/,大家在备考gwy感到迷茫焦虑不安的时候，我建议立即...,2020-12-20,15回应
https://www.douban.com/group/topic/205291993/,如果买不起当地的房子有必要考当地的gwy么,2020-12-19,72回应
https://www.douban.com/group/topic/204707255/,两个考试二选一 拜托大家帮我看看（谢谢 选完了）,2020-12-15,14回应
https://www.douban.com/group/topic/204486650/,怎么才能找到正确的学习状态啊😭,2020-12-13,41回应
https://www.douban.com/group/topic/203984374/,大家在给gwy备考建议的时候经常会说“先找一份轻松...,2020-12-09,24回应
https://www.douban.com/group/topic/203937470/,去年浙江省考进面线为啥好多150左右😨,2020-12-08,43回应
https://www.douban.com/group/topic/203621732/,到底要不要考研啊！（或许组里有南大经济学研究生...,2020-12-05,18回应
https://www.douban.com/group/topic/203340488/,gwy体检被刷,2020-12-03,65回应
https://www.douban.com/group/topic/203131382/,大家会歧视去做线上陪玩/陪聊的朋友吗？,2020-12-01,53回应
https://www.douban.com/group/topic/203115358/,请问考gwy需要是研究生吗,2020-12-01,8回应
https://www.douban.com/group/topic/203045895/,去苏考还是广东选调，安排考试时间的人没有心💔,2020-12-01,42回应
https://www.douban.com/group/topic/203021418/,在职备考gwy的 你们真的有时间看书吗？,2020-11-30,30回应
https://www.douban.com/group/topic/202968620/,越学越废，越考越凉，gwy上岸路茫茫,2020-11-30,60回应
https://www.douban.com/group/topic/202898407/,沿海地区gwy工资真的那么高吗,2020-11-29,43回应
https://www.douban.com/group/topic/202894484/,关于招聘的小知识～楼主曾经是面试官哦,2020-11-29,127回应
https://www.douban.com/group/topic/202518531/,gwy考试的姐妹们觉得有必要总结平时做的常识题和数...,2020-11-26,19回应
https://www.douban.com/group/topic/201925459/,气死了气死了气死了，90后啥好事儿都没赶上,2020-11-21,25回应
https://www.douban.com/group/topic/201629270/,专业或行业差别的感慨,2020-11-19,1回应
https://www.douban.com/group/topic/201345553/,能不能讨论一下未来10年哪个行业最不卷适合躺平,2020-11-16,426回应
https://www.douban.com/group/topic/201304608/,我们要维权，不要仇男（我个人立场，要仇男的别来...,2020-11-16,238回应
https://www.douban.com/group/topic/201290889/,后悔吗删帖,2020-11-16,16回应
https://www.douban.com/group/topic/201288236/,20届211工科本回十八线城市当市场运营可吗？,2020-11-16,12回应
https://www.douban.com/group/topic/201274757/,一步错，步步错，有点崩溃,2020-11-16,1回应
https://www.douban.com/group/topic/201175447/,到现在才知道父母只想让我当【大城市】gwy（以及他...,2020-11-15,18回应
https://www.douban.com/group/topic/201171366/,大家有被家人or朋友说过情商低吗,2020-11-15,30回应
https://www.douban.com/group/topic/201007228/,big🥚，敏感且社交有障碍的小5们是否应该慎重考...,2020-11-13,28回应
https://www.douban.com/group/topic/200980012/,我妈非让我去考县里的gwy,2020-11-13,11回应
https://www.douban.com/group/topic/200948966/,好想躺平但永远都被父母推着走,2020-11-13,13回应
https://www.douban.com/group/topic/200905368/,距离考研还有40多天，比起担心自己考不上，我更担...,2020-11-13,14回应
https://www.douban.com/group/topic/200902900/,深夜憎恨以前的自己 白白浪费了应届生的身份……,2020-11-13,164回应
https://www.douban.com/group/topic/200899629/,26岁才开始工作是不是太晚了？（不晚，一切取决于...,2020-11-13,44回应
https://www.douban.com/group/topic/200835400/,有five考虑过来东北工作吗？,2020-11-12,405回应
https://www.douban.com/group/topic/200832290/,全职备考记录！！,2020-11-12,4回应
https://www.douban.com/group/topic/200817194/,GWY哪个专业好考一点,2020-11-12,32回应
https://www.douban.com/group/topic/200796330/,说起gwy的好处我忽然想起一个同学给我讲他为什么要考,2020-11-12,18回应
https://www.douban.com/group/topic/200276133/,有什么种类的工作是特别清闲的呢？,2020-11-08,11回应
https://www.douban.com/group/topic/200166137/,北方籍five，要报考苏南基层gwy吗,2020-11-07,32回应
https://www.douban.com/group/topic/199970088/,学历/教育改变轨迹 是不是一种新迷信,2020-11-05,26回应
https://www.douban.com/group/topic/199969353/,为什么会有gwy宣讲会啊,2020-11-05,22回应
https://www.douban.com/group/topic/199795472/,非北上广土著考那里的gwy能生存么？,2020-11-04,35回应
https://www.douban.com/group/topic/199788613/,对不起，读了这么多年书，马上要找工作却又又又想...,2020-11-04,3回应
https://www.douban.com/group/topic/199220579/,进体制的报考记得选个好城市,2020-10-30,33回应
https://www.douban.com/group/topic/199144435/,为什么这一代人加班这么猛,2020-10-29,42回应
https://www.douban.com/group/topic/199000074/,如果不是国企和gwy，大多数人都是换无数工作最后提...,2020-10-28,6回应
https://www.douban.com/group/topic/198886314/,我发现five的原因是我一直没有坚定的想做些什么,2020-10-27,8回应
https://www.douban.com/group/topic/198870389/,有没有新闻专业Gwy/选调生来分享下日常工作,2020-10-27,13回应
https://www.douban.com/group/topic/198494118/,看了学院的统计表，班级内只有我是群众,2020-10-24,14回应
https://www.douban.com/group/topic/198446618/,英国水硕值吗,2020-10-24,48回应
https://www.douban.com/group/topic/198273691/,经过本组很多豆友的鼓励之下，我开始了five自救之路,2020-10-22,0回应
https://www.douban.com/group/topic/198254418/,准gwy每日都被劝退，真不知道有啥意义🤷🏻‍...,2020-10-22,273回应
https://www.douban.com/group/topic/198166154/,考gwy可惜吗,2020-10-21,45回应
https://www.douban.com/group/topic/198121830/,gwy会不会有变化,2020-10-21,19回应
https://www.douban.com/group/topic/198078813/,下属倒逼处长加班……卷是你们会卷,2020-10-21,149回应
https://www.douban.com/group/topic/197956065/,🈶️🈚️明白汉语言文学师范生的内心矛盾的人,2020-10-20,22回应
https://www.douban.com/group/topic/197933999/,国考报名..部委还是省会gwy,2020-10-20,28回应
https://www.douban.com/group/topic/197891509/,遭受学业和家庭双重打击的five,2020-10-19,10回应
https://www.douban.com/group/topic/197837985/,秋招有感 感觉自己的性格就不适合工作…,2020-10-19,230回应
https://www.douban.com/group/topic/197792387/,gwy 事业单位这些体检全国都一个标准吗？,2020-10-18,9回应
https://www.douban.com/group/topic/197791680/,five in 小镇体制内 也依然是five,2020-10-18,110回应
https://www.douban.com/group/topic/197749857/,19届家里蹲应该求稳还是搏一搏（内含投票）,2020-10-18,24回应
https://www.douban.com/group/topic/197679905/,来自一个十八线都算不上的贫困小县城five到top3的迷茫,2020-10-17,25回应
https://www.douban.com/group/topic/197670201/,天坑专业 gwy如何选岗,2020-10-17,20回应
https://www.douban.com/group/topic/197550467/,【新人报道】纠结是最大的焦虑来源,2020-10-16,4回应
https://www.douban.com/group/topic/197537471/,没有特长不擅长运动的大家都怎么生存,2020-10-16,14回应
https://www.douban.com/group/topic/197520838/,树洞,2020-10-16,4回应
https://www.douban.com/group/topic/197487623/,想要活得精彩，最后只能安稳,2020-10-16,1回应
https://www.douban.com/group/topic/197474201/,☹家这边教师待遇好高，是gwy的两倍，每天都在后...,2020-10-16,44回应
https://www.douban.com/group/topic/197328778/,985工科天坑专业各阶段的感想,2020-10-15,11回应
https://www.douban.com/group/topic/197252732/,为什么因为某些原因连工作机会都不给？,2020-10-14,5回应
https://www.douban.com/group/topic/197188071/,毕业后几年总觉得活得拧巴该怎么办,2020-10-13,0回应
https://www.douban.com/group/topic/197175268/,朋友们 快来开导开导我,2020-10-13,5回应
https://www.douban.com/group/topic/197085358/,英语语言文学还是汉语言文学（已确定啦）,2020-10-13,5回应
https://www.douban.com/group/topic/197059279/,一线城市金融混一混再回家/去其它二线城市gwy合理吗？,2020-10-12,22回应
https://www.douban.com/group/topic/196997485/,管科专业想进体制内要怎么努力,2020-10-12,5回应
https://www.douban.com/group/topic/196876566/,为什么必须要读研究生,2020-10-11,135回应
https://www.douban.com/group/topic/196620469/,five怎么回答亲戚的各种提问,2020-10-09,0回应
https://www.douban.com/group/topic/196555352/,找工作没签合同真的随时就变卦,2020-10-08,5回应
https://www.douban.com/group/topic/196503020/,人大纯文科five研究生转专业择校求问,2020-10-08,21回应
https://www.douban.com/group/topic/196452491/,金融行业有哪些性价比较高的工作（工作强度比薪资...,2020-10-08,127回应
https://www.douban.com/group/topic/196306119/,有没有gap在家的预备留学党？大家未来都打算怎么办...,2020-10-06,22回应
https://www.douban.com/group/topic/196280128/,考试好难,2020-10-06,7回应
https://www.douban.com/group/topic/196186022/,法硕非法学真的很难就业吗,2020-10-05,60回应
https://www.douban.com/group/topic/196115647/,零基础一个月准备选调可行吗,2020-10-04,72回应
https://www.douban.com/group/topic/195916267/,又是一个难过的晚上,2020-10-02,1回应
https://www.douban.com/group/topic/195898338/,家庭环境对个人成长的影响，是深远的。,2020-10-02,3回应
https://www.douban.com/group/topic/195875940/,东北gwy体验,2020-10-02,141回应
https://www.douban.com/group/topic/195823516/,组里面有后悔上大学的吗？,2020-10-01,18回应
https://www.douban.com/group/topic/195715466/,粉笔三个月会员，有姐妹愿意一起拼吗（已拼完）,2020-09-30,5回应
https://www.douban.com/group/topic/195701882/,数学系挂科five,2020-09-30,65回应
https://www.douban.com/group/topic/195435341/,或许我应该知足，但我一直在庸人自扰,2020-09-28,0回应
https://www.douban.com/group/topic/195024515/,本five离家考研后母亲被诊断出了更年期抑郁,2020-09-24,14回应
https://www.douban.com/group/topic/194975354/,19gap准备留学，现在因为疫情出不去要找工作的five...,2020-09-24,3回应
https://www.douban.com/group/topic/194562761/,想走gwy/定向选调/国企的话，金融硕士香吗,2020-09-21,11回应
https://www.douban.com/group/topic/194518917/,本科教育学纠结转专业,2020-09-20,9回应
https://www.douban.com/group/topic/194203743/,师门聚餐，一直在象牙塔的老师听我们一帮学生讲当...,2020-09-18,125回应
https://www.douban.com/group/topic/194160086/,大三传播学five想考研or出国，求指路！,2020-09-17,39回应
https://www.douban.com/group/topic/194086942/,对文科five来说，除了考编还有更好的出路吗？,2020-09-17,35回应
https://www.douban.com/group/topic/194047075/,要不要躺平了？,2020-09-17,4回应
https://www.douban.com/group/topic/193949120/,回小镇当gwy还是明年再考一次大城市的gwy……,2020-09-16,13回应
https://www.douban.com/group/topic/193550089/,唉 我决定一定要赖在大城市做five的原因,2020-09-13,0回应
https://www.douban.com/group/topic/193374852/,真的好难受，大四明天补考没底,2020-09-11,9回应
https://www.douban.com/group/topic/193052877/,定向选调生是本废物性价比最高的的工作，每一项都...,2020-09-09,171回应
https://www.douban.com/group/topic/192872535/,延毕的five该怎么找工作,2020-09-08,10回应
https://www.douban.com/group/topic/192783947/,30岁大龄未婚five报到,2020-09-07,4回应
https://www.douban.com/group/topic/192761809/,本硕专业不一致，gwy/教编什么的应该按哪个算,2020-09-07,7回应
https://www.douban.com/group/topic/192505524/,金钱才能反映学历价值吗？我大学的眼界、每一堂泪...,2020-09-05,28回应
https://www.douban.com/group/topic/192481874/,江浙沪、珠三角gwy有多难考？,2020-09-05,92回应
https://www.douban.com/group/topic/192461300/,在私企真的有不加班的工作吗？,2020-09-05,6回应
https://www.douban.com/group/topic/192416790/,老是说top有意义吗？,2020-09-05,34回应
https://www.douban.com/group/topic/192081901/,gwy选调跟事业单位选聘,2020-09-02,1回应
https://www.douban.com/group/topic/192039649/,帝都中流985考研魔都排名稍差一些的985，会有什么...,2020-09-02,8回应
https://www.douban.com/group/topic/191913996/,新人报道|一名不知道能做什么的腰突five。,2020-09-01,4回应
https://www.douban.com/group/topic/191295658/,有没有读翻硕的five,2020-08-28,6回应
https://www.douban.com/group/topic/191176972/,如何寻找真正想做的事或者发展方向？,2020-08-27,8回应
https://www.douban.com/group/topic/191087674/,该不该为了梦想跨考新传,2020-08-26,15回应
https://www.douban.com/group/topic/190989658/,跟妈妈夜聊我心态崩了…我的人生一直在高开低走吗,2020-08-26,239回应
https://www.douban.com/group/topic/190348947/,如何改变父母对滴滴等互联网企业的偏见,2020-08-21,29回应
https://www.douban.com/group/topic/189996017/,毕业N年的互联网行业five一点感悟,2020-08-19,116回应
https://www.douban.com/group/topic/189936770/,英专选手职业出路,2020-08-18,0回应
https://www.douban.com/group/topic/189924034/,有没有什么都很依赖父母的five,2020-08-18,17回应
https://www.douban.com/group/topic/189627649/,考gwy需要实习经历吗？,2020-08-16,22回应
https://www.douban.com/group/topic/189102060/,23岁重新高考去考整容医生能行吗,2020-08-13,86回应
https://www.douban.com/group/topic/188578539/,five大学生没有把握住改变人生的最好机会之一，现...,2020-08-10,8回应
https://www.douban.com/group/topic/188530137/,我是一个loser,2020-08-09,23回应
https://www.douban.com/group/topic/188196229/,真的觉得自己太失败了,2020-08-07,24回应
https://www.douban.com/group/topic/188155340/,有five在人际关系上也很five的嘛,2020-08-07,54回应
https://www.douban.com/group/topic/188023257/,想知道组里有没有人不想考gwy的？以及为什么呢？,2020-08-06,145回应
https://www.douban.com/group/topic/187878937/,我应该选择gap么？,2020-08-05,24回应
https://www.douban.com/group/topic/187849003/,交通工程咨询未来职业方向,2020-08-05,36回应
https://www.douban.com/group/topic/187842708/,想被社会毒打(我疯了),2020-08-05,81回应
https://www.douban.com/group/topic/187726303/,有没有爸妈是中学老师的five？,2020-08-04,48回应
https://www.douban.com/group/topic/187460049/,滴——话唠five卡,2020-08-03,34回应
https://www.douban.com/group/topic/186987138/,文科生跨考专业,2020-07-30,18回应
https://www.douban.com/group/topic/186980963/,top2菜鸡求个人谈谈心。。。。。,2020-07-30,298回应
https://www.douban.com/group/topic/186971411/,定向选调并没有那么容易吧！,2020-07-30,54回应
https://www.douban.com/group/topic/186866837/,研究生学历真的必要吗？,2020-07-30,47回应
https://www.douban.com/group/topic/186721251/,毕业生进，five们毕业那年都拿了几个offer？？？,2020-07-29,19回应
https://www.douban.com/group/topic/186713217/,金专如果不去券商银行还有哪些路可走呢？,2020-07-29,12回应
https://www.douban.com/group/topic/186709279/,找不到工作，待业快一年了，心态爆炸。,2020-07-29,10回应
https://www.douban.com/group/topic/186677834/,从月入过万到负债,2020-07-28,19回应
https://www.douban.com/group/topic/186523838/,国际商务专硕的出路,2020-07-27,7回应
https://www.douban.com/group/topic/186179878/,有关考法硕(非法学)研究生,2020-07-25,26回应
https://www.douban.com/group/topic/186155915/,中外合办物联网five,2020-07-25,12回应
https://www.douban.com/group/topic/186117788/,大学没能入d 感觉好后悔,2020-07-24,13回应
https://www.douban.com/group/topic/186040561/,【高考志愿科普第一弹】统计学专业都学什么？,2020-07-24,25回应
https://www.douban.com/group/topic/186034941/,对于小镇做题家来说考军校是否是个很好的选择,2020-07-24,68回应
https://www.douban.com/group/topic/185979346/,被社会毒打的five，现在只想考gwy,2020-07-23,8回应
https://www.douban.com/group/topic/185869549/,专业重要吗,2020-07-23,8回应
https://www.douban.com/group/topic/185831682/,【高考志愿科普第n弹】外交/国关/国政 学了就能投...,2020-07-22,37回应
https://www.douban.com/group/topic/185544581/,天坑专业的困局求救了,2020-07-21,11回应
https://www.douban.com/group/topic/185461023/,看到好多人说gwy好，有没有劝退gwy的？,2020-07-20,89回应
https://www.douban.com/group/topic/185379739/,已经决定好要考公是否还要花时间去找保底工作呢,2020-07-19,16回应
https://www.douban.com/group/topic/185290363/,辞职之后非常害怕工作怎么办,2020-07-19,33回应
https://www.douban.com/group/topic/185199961/,gwy对小镇做题家来说就是最好的工作，不接受反驳,2020-07-18,36回应
https://www.douban.com/group/topic/185186859/,为什么大家这么推崇gwy?,2020-07-18,351回应
https://www.douban.com/group/topic/185010002/,职场有穿衣潜规则吗？应该怎么穿？,2020-07-17,0回应
https://www.douban.com/group/topic/184972297/,好像我每一次的选择都很让自己失望，总是不够果敢...,2020-07-17,4回应
https://www.douban.com/group/topic/184697745/,为了娱乐生活考省会gwy值得吗,2020-07-15,36回应
https://www.douban.com/group/topic/184398600/,【放弃考研找工作了】毕业两年寻求转变 考研还是考...,2020-07-13,107回应
https://www.douban.com/group/topic/184234325/,有没有四级没过的five,2020-07-12,56回应
https://www.douban.com/group/topic/184172667/,未来打算是考上研后考gwy  考研专业选择在新传和会...,2020-07-12,42回应
https://www.douban.com/group/topic/184161273/,如果你本科毕业考上了一线城市的gwy，你还会想着出...,2020-07-11,67回应
https://www.douban.com/group/topic/184029136/,太难受了，想扔下一切逃得远远的，要不要考新疆gwy,2020-07-11,47回应
https://www.douban.com/group/topic/183947597/,gwy考试报录比多少算竞争激烈,2020-07-10,34回应
https://www.douban.com/group/topic/183884102/,未来考gwy的话，研究生考文艺学或者比较文学怎么样？,2020-07-10,37回应
https://www.douban.com/group/topic/183749660/,有了解gwy岗位的吗求建议,2020-07-09,0回应
https://www.douban.com/group/topic/183562377/,（果然，five到连帖子都沉了哈哈）深夜丧，每天都...,2020-07-08,2回应
https://www.douban.com/group/topic/183408506/,怎样的男生才找得到对象啊,2020-07-06,101回应
https://www.douban.com/group/topic/183382993/,文科咸鱼的我有什么好的转行方向？,2020-07-06,75回应
https://www.douban.com/group/topic/183367047/,大家是不是大多数永远不会跟父母卖惨降低父母期望...,2020-07-06,166回应
https://www.douban.com/group/topic/182890578/,末位985末位生，换了7.8份工作，而立之年出路在哪里？,2020-07-03,29回应
https://www.douban.com/group/topic/182838882/,为什么很努力却还是five,2020-07-03,19回应
https://www.douban.com/group/topic/182814987/,我这个字参加gwy考试行吗？,2020-07-03,35回应
https://www.douban.com/group/topic/182780911/,组内很多觉得five们适合gwy职业的,2020-07-02,19回应
https://www.douban.com/group/topic/182767339/,考gwy管理科学与工程专业报管理学类要求的竟然审核...,2020-07-02,36回应
https://www.douban.com/group/topic/182712762/,当five当的心安理得还有救吗？,2020-07-02,10回应
https://www.douban.com/group/topic/182562444/,辞or不辞，一位返乡就业five的职场迷茫,2020-07-01,6回应
https://www.douban.com/group/topic/182464076/,25岁大龄女青年想辞职考研，有过来人帮忙分析分析吗？,2020-06-30,30回应
https://www.douban.com/group/topic/182402076/,大家对只准备考gwy，不参加秋招怎么看（哈哈哈还是...,2020-06-30,1回应
https://www.douban.com/group/topic/182261790/,像我这样的人是不是考gwy才是正解,2020-06-29,0回应
https://www.douban.com/group/topic/182240673/,本科考gwy是不是很难阿？,2020-06-29,126回应
https://www.douban.com/group/topic/182206929/,跨考马哲怎么样,2020-06-29,6回应
https://www.douban.com/group/topic/181471820/,985工科硕的考公之路(已上岸)+经验分享,2020-06-23,18回应
https://www.douban.com/group/topic/181207818/,穷人家的孩子应该付出比别人更多的努力,2020-06-21,9回应
https://www.douban.com/group/topic/180761941/,hhhh我应该也算标准985five吧,2020-06-18,3回应
https://www.douban.com/group/topic/180514577/,我妈说我脑子进水了,2020-06-16,28回应
https://www.douban.com/group/topic/180337650/,对于数学不好的商科five有什么考研跨考推荐吗,2020-06-15,28回应
https://www.douban.com/group/topic/180295327/,第二学位学什么容易考公/考编,2020-06-15,58回应
https://www.douban.com/group/topic/180160344/,211five的自救,2020-06-14,4回应
https://www.douban.com/group/topic/180061124/,为什么都默认组内five都是小镇做题家啊？,2020-06-13,108回应
https://www.douban.com/group/topic/179933956/,管理类商科gwy,2020-06-12,8回应
https://www.douban.com/group/topic/179805059/,如何让我爸放弃劝我考gwy,2020-06-12,0回应
https://www.douban.com/group/topic/179665497/,真想告诉学弟学妹一定试试免费师范生啊,2020-06-11,149回应
https://www.douban.com/group/topic/179636303/,没有强烈考上研究生欲望的five到底要不要考研,2020-06-10,4回应
https://www.douban.com/group/topic/179597251/,【高考志愿科普第一弹】食品科学与工程在学什么,2020-06-10,45回应
https://www.douban.com/group/topic/179519646/,一名five想改变,2020-06-10,4回应
https://www.douban.com/group/topic/179276091/,我淦，我真的要崩溃了。,2020-06-08,8回应
https://www.douban.com/group/topic/179179251/,总是和大众观点格格不入怎么办😅,2020-06-07,19回应
https://www.douban.com/group/topic/179093652/,毕业一年，感觉大学这几年真的是荒唐可笑,2020-06-07,7回应
https://www.douban.com/group/topic/178953668/,已知自己是个five 所以接下来的时光就是快乐躺平,2020-06-06,6回应
https://www.douban.com/group/topic/178751357/,不知道暑假该不该实习,2020-06-04,14回应
https://www.douban.com/group/topic/178672854/,yq险些让我宅家变“废柴”…,2020-06-04,2回应
https://www.douban.com/group/topic/178625148/,真诚讨论为啥大家不去考公考编,2020-06-03,698回应
https://www.douban.com/group/topic/178616616/,我觉得自己最后的翻盘机会就是考公考编了,2020-06-03,62回应
https://www.douban.com/group/topic/178579051/,感觉从高考填错志愿开始，之后的每一步都是错,2020-06-03,2回应
https://www.douban.com/group/topic/178352632/,给考公的朋友们一点建议,2020-06-01,257回应
https://www.douban.com/group/topic/178244725/,觉不觉得timing对职业选择影响很大？,2020-06-01,15回应
https://www.douban.com/group/topic/178217121/,本five想谈一谈自己对gwy、在编教师等稳定工作和其...,2020-05-31,1回应
https://www.douban.com/group/topic/178193471/,观某节目有感 有没有985的姐妹想走选秀爱豆or网红...,2020-05-31,338回应
https://www.douban.com/group/topic/177854107/,本校five定义和可发帖内容❗️不要再重复吐槽...,2020-05-29,43回应
https://www.douban.com/group/topic/177561447/,非省会市的xx县事业编是属于乡镇吗？值得考吗？求助,2020-05-27,14回应
https://www.douban.com/group/topic/177526891/,有关努力or不努力的迷思,2020-05-27,1回应
https://www.douban.com/group/topic/177413642/,211笔译小语种考上才发现和同学相比自己是怎样的five,2020-05-26,56回应
https://www.douban.com/group/topic/177401037/,从毕业既失业到北漂工作一年的碎碎念,2020-05-26,34回应
https://www.douban.com/group/topic/177210057/,突然被父母diss的大龄天坑脱坑生,2020-05-25,2回应
https://www.douban.com/group/topic/177152399/,内向人士去做销售了,2020-05-24,12回应
https://www.douban.com/group/topic/177143275/,被原生家庭和自己压得喘不过气了，我好像没有存在...,2020-05-24,44回应
https://www.douban.com/group/topic/177115612/,有没有大三党特别迷茫的？,2020-05-24,15回应
https://www.douban.com/group/topic/176702674/,毕业的时候才真正感受到自己好作好废以及选对专业...,2020-05-21,5回应
https://www.douban.com/group/topic/176548121/,二战失败，调剂去普通一本，还是找个清闲的工作考公,2020-05-20,6回应
https://www.douban.com/group/topic/176434898/,我是怎样把一把好牌打烂的,2020-05-19,24回应
https://www.douban.com/group/topic/176031487/,看来看去，没人比我废,2020-05-17,49回应
https://www.douban.com/group/topic/176008841/,我，211本985硕，不仅被其他同学吊打，而且业务能...,2020-05-16,38回应
https://www.douban.com/group/topic/175917364/,【新人报道】 没理想没爱好就想混吃等死一辈子当咸鱼,2020-05-16,6回应
https://www.douban.com/group/topic/175337842/,【新人报道】18毕业 蹉跎了两年,2020-05-12,56回应
https://www.douban.com/group/topic/252564893/,体制内废物无法胜任工作要辞职吗？,11-11,61回应
https://www.douban.com/group/topic/251741278/,拒绝苛责自己☺️尤其是避免被父母PUA,11-03,3回应
https://www.douban.com/group/topic/251738587/,小县城体制家庭里出身的独生子是不是更高看自己？,11-03,42回应
https://www.douban.com/group/topic/251722927/,经济学硕士有必要发篇文章吗,11-03,4回应
https://www.douban.com/group/topic/251597660/,19级毕业，如今快接近抑郁了,11-01,7回应
https://www.douban.com/group/topic/251033246/,工管大类分流求助 迫在眉睫,10-27,19回应
https://www.douban.com/group/topic/249554358/,某大厂工作一年应届毕业生咨询各位前辈,10-12,40回应
https://www.douban.com/group/topic/249421944/,起不来床不是你的错——抑郁的公共性问题,10-10,4回应
https://www.douban.com/group/topic/249262109/,有无一线城市体制内的友友们想辞职,10-09,25回应
https://www.douban.com/group/topic/249098113/,大家都是真的废物吗有没有什么自救计划啊,10-07,3回应
https://www.douban.com/group/topic/248817634/,有没有可躺平的国企岗位推荐？,10-04,3回应
https://www.douban.com/group/topic/248805594/,回老家躺平的uu们，会不会觉得没有努力的动力了,10-04,75回应
https://www.douban.com/group/topic/247425775/,有女生在家乡小城市体制内的吗？可以说说感受吗,09-20,26回应
https://www.douban.com/group/topic/247126007/,985废物欠缺的是什么呢？,09-16,22回应
https://www.douban.com/group/topic/247023720/,在职有没有必要考非全,09-15,8回应
https://www.douban.com/group/topic/245502420/,我第一次，真情实感的，希望我没有这样的妈,09-07,0回应
https://www.douban.com/group/topic/244888426/,有无在国企的lgbtq废物🚬,09-03,25回应
https://www.douban.com/group/topic/244694300/,不能报选调好难过,09-02,51回应
https://www.douban.com/group/topic/244491588/,Fw985艺术生，毕业两年后人才引进到家乡市直单位躺平,08-31,50回应
https://www.douban.com/group/topic/244418087/,为什么都要去互联网大厂,08-30,61回应
https://www.douban.com/group/topic/244259395/,面对在你处于人生困境时狠狠秀优越感的人如何调节...,08-29,4回应
https://www.douban.com/group/topic/243871648/,觉得自己一无是处对生活没有希望怎么办,08-25,10回应
https://www.douban.com/group/topic/243675745/,到底是去读双非研究生，还是接受年薪20w的工作,08-24,65回应
https://www.douban.com/group/topic/243496443/,又焦虑到睡不着了🥲我真的好蠢，竟然以为秋招是...,08-23,10回应
https://www.douban.com/group/topic/242028850/,气象学是不是隐藏的好专业？,08-10,37回应
https://www.douban.com/group/topic/240580089/,对于30岁未婚未孕无房的人，一线30k非技术岗和西部...,08-02,24回应
https://www.douban.com/group/topic/240554416/,在这里许下小小心愿,08-02,1回应
https://www.douban.com/group/topic/240330105/,奔三女研究生没毕业的废物日常,07-31,63回应
https://www.douban.com/group/topic/240177389/,签证被拒让我从22届海外硕沦为失学失业19届往届本...,07-29,50回应
https://www.douban.com/group/topic/235955209/,千辛万苦考入体制发现不会跟lingdao交流,07-22,15回应
https://www.douban.com/group/topic/235520581/,文科小5有从体制内辞职的吗？,07-19,21回应
